title,genre,developer,critic_score,total_sales,release_date
Ragnarok DS,Role-Playing,GungHo Works,7.0,0.22,2010-02-16
Capcom vs. SNK,Fighting,Capcom,8.8,0.22,2000-11-09
Disney's Magical Quest Starring Mickey and Minnie,Action,Capcom,6.1,0.22,2002-08-13
Supremacy MMA,Fighting,Kung Fu Factory,5.0,0.21000000000000002,2011-09-20
Star Trek: The Game,Action-Adventure,Digital Extremes,5.2,0.21,2013-04-23
A Boy and His Blob,Platform,WayForward Technologies,7.9,0.21,2009-10-13
Bugs Bunny & Taz: Time Busters,Adventure,Artificial Mind and Movement,8.0,0.21,2000-11-24
Frogger 3D,Action,Alpha Unit,7.0,0.21,2011-09-20
Vampire Rain,Action,Artoon,3.9,0.21,2007-07-03
Cruis'n Exotica,Racing,Gratuitous Games,5.8,0.21,2000-10-16
Neo Contra,Shooter,Konami Computer Entertainment Tokyo,6.9,0.21,2004-10-19
Brunswick Pro Bowling,Sports,Point of View,6.5,0.21,2007-08-28
NCAA Football 2003,Sports,EA Tiburon,9.2,0.21,2002-07-20
Deus Ex: The Conspiracy,Action,Ion Storm,8.0,0.21,2002-03-25
Bionicle,Platform,Argonaut Games,4.8,0.21,2003-10-20
BeyBlade VForce: Super Tournament Battle,Action,Takara,2.5,0.21,2003-09-23
Final Fight One,Fighting,Capcom,8.2,0.21,2001-09-26
LBX: Little Battlers eXperience,Action,Level 5,7.0,0.21,2015-08-21
NBA,Sports,989 Sports,6.4,0.21,2005-03-16
The Con,Fighting,Think and Feel,6.8,0.21,2005-10-18
Age of Empires: Mythologies,Strategy,Griptonite,8.2,0.21,2008-11-24
Cursed Mountain,Adventure,Sproing Interactive Media / Deep Silver Vienna,6.3,0.21,2009-08-25
Move Fitness,Sports,Sony Computer Entertainment,5.0,0.21,2013-03-26
Fate/Extella: The Umbral Star,Action,Marvelous Entertainment,8.0,0.21,2017-07-25
Tekken 3D: Prime Edition,Fighting,Namco Bandai Games,6.5,0.21,2012-02-14
Radiant Historia: Perfect Chronology,Role-Playing,Atlus,8.1,0.21,2018-02-13
Psychonauts,Platform,Double Fine Productions,8.733333333333334,0.21,2005-04-19
Prince of Persia: Revelations,Adventure,"Pipeworks Software, Inc.",6.3,0.21,2005-12-06
ClayFighter 63 1/3,Fighting,Danger Productions,3.1,0.21,1997-09-30
Tiger Woods PGA Tour,Sports,EA Canada,8.0,0.21,2005-03-23
Dragon Ball Z: Sagas,Fighting,Avalanche Software,5.7,0.21,2005-03-22
Blue Dragon Plus,Role-Playing,Mistwalker Corporation / Brownie Brown Inc. / Feelplus Inc.,6.5,0.21,2009-02-19
Threads of Fate,Role-Playing,SquareSoft,7.8,0.21,2000-07-14
MVP Baseball,Sports,EA Canada,6.6,0.21,2005-05-18
No More Heroes: Heroes' Paradise,Action,FeelPlus,7.4,0.2,2011-08-16
Roadsters 99,Racing,Unknown,6.4,0.2,1999-11-30
Kung Fu Rider,Action,SCE Japan Studio,4.3,0.2,2010-09-17
Tigger's Honey Hunt,Platform,Rivage Games,7.3,0.2,2000-11-01
Solatorobo: Red the Hunter,Role-Playing,CyberConnect2,7.6,0.2,2011-09-27
World Championship Cards,Misc,Crave Entertainment,3.9,0.2,2008-05-27
Ogre Battle Saga Episode Five: The March of the Black Queen,Role-Playing,Quest Corporation,7.6,0.2,1997-07-31
Backyard Hockey,Sports,Mistic Software,6.0,0.2,2003-10-09
Body and Brain Connection,Misc,Namco Bandai Games,6.0,0.2,2011-02-08
MC Groovz Dance Craze,Misc,Mad Catz,2.5,0.2,2004-11-22
Thrillville,Strategy,Frontier Developments,7.4,0.2,2006-11-21
DanceMasters,Misc,GCP1,6.2,0.2,2010-11-04
X-Men Origins: Wolverine,Action,Amaze Entertainment,5.4,0.2,2009-05-01
Phantasy Star Online,Role-Playing,Sonic Team,8.9,0.2,2001-01-29
Mana Khemia 2: Fall of Alchemy,Role-Playing,Gust,8.2,0.2,2009-08-25
Dark Messiah of Might and Magic Elements,Role-Playing,Arkane Studios / Floodgate Entertainment / Kuju Entertainment,5.0,0.2,2008-02-12
DarkStar One: Broken Alliance,Simulation,Gaming Minds Studios,6.4,0.2,2010-07-20
Harvest Moon: More Friends of Mineral Town,Simulation,TOSE Software,8.0,0.2,2005-07-26
Arcana Heart 3,Fighting,Examu Inc.,7.0,0.2,2014-09-23
Record of Agarest War,Role-Playing,Compile Heart,7.0,0.2,2010-04-27
Dead or Alive Paradise,Misc,Team Ninja,4.5,0.2,2010-03-30
Warriors Orochi,Action,Omega Force / Koei Canada,6.4,0.2,2008-03-25
Spy Hunter,Racing,Point of View,7.9,0.2,2002-03-11
Ridge Racer 6,Racing,Namco,7.9,0.2,2005-11-17
Code of Princess,Action-Adventure,Studio Saizensen,7.2,0.2,2012-10-09
Classic NES Series: Ice Climber,Platform,Nintendo,6.1,0.2,2004-06-02
Puzzle Challenge: Crosswords and More!,Puzzle,Supersonic Software,6.4,0.2,2006-06-09
Taiko Drum Master,Misc,Namco,8.1,0.2,2004-10-26
Sleeping Dogs: Definitive Edition,Action-Adventure,United Front Games,7.5,0.2,2014-10-14
Fatal Frame,Action,Tecmo,7.75,0.2,2002-03-04
Dragon Ball: Revenge of King Piccolo,Action,Bandai Namco Games,6.1,0.2,2009-10-20
Infinite Space,Role-Playing,PlatinumGames / Nude Maker,7.2,0.2,2010-03-16
NFL Street 2,Sports,EA Tiburon,8.2,0.2,2004-12-22
NBA 07,Sports,SCE San Diego Studio,6.9,0.2,2006-09-25
Prince of Persia: Warrior Within,Adventure,Ubisoft Montreal,8.2,0.2,2004-11-30
Snowboard Kids,Sports,Racdym,8.0,0.2,1997-01-01
Bust-A-Move 2 Arcade Edition,Puzzle,Taito Corporation,6.9,0.2,1996-03-29
Beyblade G-Revolution,Action,Full Fat,2.4,0.2,2004-11-18
Tom Clancy's Splinter Cell: Essentials,Shooter,Ubisoft Montreal,5.6,0.2,2006-03-21
Star Trek: Legacy,Simulation,Mad Doc Software,5.85,0.19999999999999998,2006-12-14
Dave Mirra Freestyle BMX 2,Sports,Full Fat,8.0,0.19,2001-11-25
Shiren the Wanderer,Role-Playing,ChunSoft,7.4,0.19,2010-02-09
Conan,Action,Nihilistic Software,7.1,0.19,2007-10-23
Daigasso! Band Brothers,Misc,Nintendo R&D2,8.0,0.19,2004-12-02
Street Fighter 30th Anniversary Collection,Fighting,Capcom,8.5,0.19,2018-05-29
Captain Toad: Treasure Tracker,Puzzle,Nintendo EPD,8.5,0.19,2018-07-13
AeroFighters Assault,Action,Paradigm Entertainment,5.4,0.19,1997-10-30
Family Guy,Adventure,High Voltage Software,5.5,0.19,2006-10-16
Shining Force II,Strategy,Camelot Software Planning,9.0,0.19,1994-10-19
Breath of Fire: Dragon Quarter,Role-Playing,Capcom,7.6,0.19,2003-02-16
Hulk,Action,Radical Entertainment,7.3,0.19,2003-05-27
Kelly Slater's Pro Surfer,Sports,HotGen Studios,8.0,0.19,2002-08-21
R-Type Final,Shooter,Irem Software Engineering,8.1,0.19,2004-02-03
Stronghold 3,Strategy,FireFly Studios,4.1,0.19,2011-10-25
Bubsy 3D,Platform,Eidetic,5.8,0.19,1996-11-26
Tekken Tag Tournament 2,Fighting,Bandai Namco Games,8.1,0.19,2012-11-18
Teenage Mutant Ninja Turtles 2: Battle Nexus,Action,Konami,5.0,0.19,2004-10-19
Project X Zone 2,Role-Playing,Monolith Soft,6.6,0.19,2016-02-16
Disney's Magical Mirror Starring Mickey Mouse,Adventure,Capcom,4.0,0.19,2002-08-13
Dinotopia: The Timestone Pirates,Action,TDK Mediactive,6.1,0.19,2002-04-30
Valkyria Chronicles 4,Strategy,Sega,8.6,0.19,2018-09-25
SpongeBob SquigglePants 3D,Misc,WayForward Technologies,6.1,0.19,2011-05-17
Phantasy Star Online Ver. 2,Role-Playing,Sonic Team,8.3,0.19,2001-09-24
Hexen,Shooter,Software Creations,4.4,0.19,1997-05-31
Allied General,Strategy,SSI,6.3,0.19,1996-09-30
Full Auto 2: Battlelines,Racing,Pseudo Interactive,6.1,0.19,2006-12-07
Call of Juarez,Shooter,Techland,6.800000000000001,0.19,2007-06-07
Spectrobes: Origins,Role-Playing,Genki,7.4,0.19,2009-08-18
Spore Hero Arena,Simulation,Maxis,4.9,0.19,2009-10-06
Lunar Legend,Role-Playing,Magic Rings,7.7,0.19,2002-12-08
Frogger's Adventures 2: The Lost Wand,Adventure,Konami,8.0,0.19,2002-11-05
Space Invaders Extreme 2,Shooter,Taito Corporation,8.1,0.19,2009-10-20
Ninja Gaiden 3: Razor's Edge,Action,Team Ninja,6.5,0.19,2012-11-18
Nostalgia,Role-Playing,Matrix Software / RED Entertainment,7.2,0.19,2009-10-27
Mace: The Dark Age,Fighting,Atari,7.1,0.19,1997-10-01
Pac-Man & Galaga Dimensions,Action,Namco Bandai Games,5.7,0.19,2011-07-26
Goblin Commander: Unleash the Horde,Strategy,Jaleco Entertainment,7.4,0.19,2003-11-11
Fire ProWrestling G,Fighting,S-Neo,8.0,0.19,1999-06-24
Samurai Warriors: State of War,Action,Omega Force,6.5,0.19,2006-03-07
Death Jr.,Platform,Backbone Entertainment,5.9,0.19,2005-08-16
Jackie Chan Adventures: Legend of the Dark Hand,Action,Torus Games,7.8,0.19,2001-11-06
Just Cause,Action,Avalanche Studios,7.2,0.18000000000000002,2006-09-27
Doom,Shooter,David A. Palmer Productions,8.15,0.18000000000000002,2001-10-28
Alone In The Dark,Adventure,Hydravision Entertainment,3.1,0.18,2008-06-23
Otomedius Excellent,Shooter,Konami,7.0,0.18,2011-11-01
Jurassic Park III: Island Attack,Adventure,Konami,4.9,0.18,2001-11-26
Ys: The Ark of Napishtim,Role-Playing,Konami Software Shanghai,6.75,0.18,2005-02-22
Backyard Basketball,Sports,Mistic Software,6.0,0.18,2004-09-22
Ar tonelico 2: Melody of Metafalica,Role-Playing,Gust,7.2,0.18,2009-01-20
Disgaea DS,Role-Playing,Nippon Ichi Software,8.0,0.18,2008-09-23
Velvet Assassin,Shooter,Replay Studios,5.75,0.18,2009-04-30
SoulCalibur Legends,Action,Project Soul,4.8,0.18,2007-11-20
ESPN X Games Skateboarding,Sports,Konami Computer Entertainment Hawaii,5.7,0.18,2001-09-12
Bloody Roar: Primal Fury,Fighting,Eighting / Raizing,7.9,0.18,2002-03-18
The Munchables,Action,Namco Bandai Games,8.0,0.18,2009-05-26
Cel Damage,Racing,Pseudo Interactive,5.85,0.18,2001-11-14
Trinity Universe,Role-Playing,Nippon Ichi Software / Gust,6.2,0.18,2010-06-29
Might & Magic: Clash of Heroes,Role-Playing,Capybara Games,8.6,0.18,2009-12-01
Charlie and the Chocolate Factory,Adventure,High Voltage Software,3.9,0.18,2005-07-11
Brunswick Circuit Pro Bowling,Sports,Adrenalin Entertainment,8.2,0.18,1998-09-30
Mushroom Men: The Spore Wars,Action,Red Fly Studio,7.3,0.18,2008-12-02
Army Men: RTS,Strategy,Pandemic Studios,6.5,0.18,2002-03-27
The Elder Scrolls IV: Shivering Isles,Role-Playing,Bethesda Softworks,8.9,0.18,2007-10-16
PlayStation Move Heroes,Platform,Nihilistic Software,4.8,0.18,2011-03-22
Atari Anniversary Advance,Misc,Digital Eclipse,7.7,0.18,2002-03-25
Naruto Shippuden: Dragon Blade Chronicles,Action,8ing/Raizing,4.3,0.18,2010-11-16
Backbreaker,Sports,NaturalMotion Games,5.2,0.18,2010-06-01
.hack//Quarantine Part 4: The Final Chapter,Role-Playing,CyberConnect2,6.8,0.18,2004-01-14
Metal Gear Ac!d 2,Strategy,Kojima Productions,8.3,0.18,2006-03-21
All Grown Up! Express Yourself,Misc,Altron,3.7,0.18,2004-10-19
The Chronicles of Narnia: Prince Caspian,Adventure,Traveller's Tales,6.3,0.18,2008-05-15
Pursuit Force: Extreme Justice,Racing,Bigbig Studios,7.4,0.17,2008-01-29
Zoo Keeper,Puzzle,"Buddiez, Inc.",7.2,0.17,2005-01-18
Pursuit Force,Racing,Bigbig Studios,7.4,0.17,2006-03-07
Iron Chef America: Supreme Cuisine,Simulation,Black Lantern Studios,2.0,0.17,2008-11-25
The Cursed Crusade,Action,Kylotonn Entertainment,4.0,0.17,2011-10-25
The Grim Adventures of Billy & Mandy,Action,High Voltage Software,7.2,0.17,2006-09-25
Trauma Team,Simulation,Atlus Co.,8.1,0.17,2010-05-18
Lost Kingdoms,Role-Playing,From Software,7.3,0.17,2002-05-27
Axiom Verge,Action,Thomas Happ Games,7.5,0.17,2017-11-21
ESPN Final Round Golf 2002,Sports,Konami Computer Entertainment Nagoya,6.0,0.17,2001-08-28
Midway Arcade Treasures,Misc,Digital Eclipse,6.8,0.17,2003-12-18
.hack//G.U. Vol.3//Redemption,Role-Playing,CyberConnect2,5.7,0.17,2007-09-10
Batman Begins,Action,Vicarious Visions,6.3,0.17,2005-06-14
Gunvalkyrie,Shooter,Smilebit,6.1,0.17,2002-03-18
Baldur's Gate: Dark Alliance,Role-Playing,Snowblind Studios,7.85,0.17,2002-11-18
Classic NES Series: Donkey Kong,Platform,Nintendo,6.5,0.17,2004-06-02
Katamari Damacy Reroll,Action,Bandai Namco Games,8.8,0.17,2018-12-07
Disney's Home on the Range,Action,Artificial Mind and Movement,5.0,0.17,2004-03-31
NBA 09: The Inside,Sports,SCE San Diego Studio,8.2,0.17,2008-10-07
Ashes Cricket 2009,Sports,Transmission Games,6.8,0.17,2009-08-07
Let's TAP,Misc,PROPE,7.0,0.17,2009-06-16
RollerCoaster Tycoon,Strategy,Atari,7.1,0.17,2003-03-25
Resident Evil,Action,Nextech,7.3,0.17,1997-08-31
Mercury Meltdown Revolution,Action,Unknown,8.0,0.17,2007-08-14
Aliens: Infestation,Action,Way Forward,8.5,0.17,2011-10-11
Clock Tower II: The Struggle Within,Adventure,Human Entertainment,4.4,0.17,1999-10-31
Dementium: The Ward,Shooter,Renegade Kid,7.5,0.17,2007-10-26
Shrek Extra Large,Platform,Digital Illusions,3.0,0.17,2002-10-31
Cubivore: Survival of the Fittest,Adventure,Saru Brunei / Intelligent Systems,7.1,0.17,2002-11-05
Monsters vs. Aliens,Platform,Beenox,6.5,0.17,2009-03-24
True Crime: New York City,Action,EXAKT Entertainment,6.4,0.17,2005-11-15
Knights in the Nightmare,Role-Playing,Sting,7.75,0.16999999999999998,2010-11-09
Fatal Frame II: Crimson Butterfly,Action,Tecmo,7.8,0.16,2003-12-10
Culdcept SAGA,Role-Playing,OmiyaSoft,7.7,0.16,2008-02-05
Curious George,Action,Torus Games,6.6,0.16,2006-02-01
Scarface: Money. Power. Respect.,Strategy,Radical Entertainment,6.4,0.16,2006-10-08
NCAA Football 09 All-Play,Sports,Team Fusion,5.3,0.16,2008-07-15
Castlevania: Lords of Shadow - Mirror of Fate,Action-Adventure,Mercury Steam,7.2,0.16,2013-03-05
Innocent Life: A Futuristic Harvest Moon,Simulation,ArtePiazza,6.5,0.16,2007-05-15
Amped 3,Sports,2K Sports,7.2,0.16,2005-11-16
Gravity Rush Remastered,Action-Adventure,Bluepoint Games,7.9,0.16,2016-02-02
Asteroids Hyper 64,Shooter,Syrox Developments,5.6,0.16,1999-12-14
Field Commander,Strategy,Sony Online Entertainment,7.7,0.16,2006-05-23
Midway Arcade Treasures 2,Misc,Backbone Entertainment,7.2,0.16,2004-10-11
Custom Robo Arena,Fighting,Noise Inc.,7.4,0.16,2007-03-19
Damnation,Shooter,Blue Omega Entertainment,3.35,0.16,2009-05-26
Lufia: Curse of the Sinistrals,Role-Playing,Neverland Company,7.8,0.16,2010-10-12
Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,Fighting,CyberConnect2,6.2,0.16,2008-06-24
Naruto Powerful Shippuden,Action-Adventure,Namco Bandai Games,8.0,0.16,2013-03-05
Buck Bumble,Action,Argonaut Games,6.8,0.16,1998-09-30
Dragon Ball: Origins 2,Action,Game Republic,6.9,0.16,2010-06-22
King's Field,Role-Playing,From Software,7.1,0.16,1995-12-31
Chaotic: Shadow Warriors,Action,Activision,6.2,0.16,2009-11-17
Robotech: Battlecry,Shooter,Vicious Cycle,7.2,0.16,2002-10-11
Guilty Gear Judgment,Fighting,Arc System Works,7.5,0.16,2006-09-05
Knights Contract,Action,Game Republic,5.4,0.16,2011-02-22
Konami Krazy Racers,Racing,KCEK,7.7,0.16,2001-06-10
Klonoa,Platform,Paon Corporation,7.6,0.16,2009-05-05
Godzilla Unleashed,Fighting,"Pipeworks Software, Inc.",4.5,0.16,2007-12-05
James Noir's Hollywood Crimes,Adventure,Ubisoft,7.0,0.16,2011-11-01
We Dance,Misc,Nordic Games,3.5,0.16,2011-09-02
F-Zero: GP Legend,Racing,Suzak,7.1,0.16,2004-09-20
Hot Wheels Velocity X,Racing,Saffire Corporation,5.2,0.16,2002-10-31
Alone in the Dark: The New Nightmare,Adventure,Darkworks,7.2,0.16,2001-06-18
Clash of the Titans: The Videogame,Action,Game Republic,3.8,0.16,2010-07-27
Pillars of Eternity,Role-Playing,Obsidian Entertainment,8.3,0.16,2017-08-29
Spider-Man: Web of Shadows - Amazing Allies Edition,Action,Shaba Games,7.7,0.16,2008-10-21
Starcraft 64,Strategy,Mass Media,8.0,0.16,2000-06-13
Castlevania Judgment,Fighting,Konami / Eighting,4.6,0.16,2008-11-18
Ready 2 Rumble Revolution,Sports,10tacle Studios AG,3.1,0.16,2009-03-17
Marble Saga: Kororinpa,Puzzle,Hudson Soft,7.4,0.16,2009-03-17
Arcana Heart,Fighting,Examu Inc.,8.1,0.16,2008-04-10
Xenoblade Chronicles 2: Torna ~ The Golden Country,Role-Playing,Monolith Soft,7.5,0.16,2018-09-21
Disney's Chicken Little: Ace In Action,Shooter,Avalanche Software,6.8,0.16,2006-12-11
Apache: Air Assault,Simulation,Gaijin Entertainment,6.8,0.16,2010-11-16
Ys: The Oath in Felghana,Role-Playing,Nihon Falcom Corporation,8.2,0.15,2010-11-02
Z.H.P. Unlosing Ranger vs Darkdeath Evilman,Role-Playing,Nippon Ichi Software,8.0,0.15,2010-10-26
Zoids: Battle Legends,Action,Tomy Corporation,5.0,0.15,2004-09-04
XGIII: Extreme G Racing,Racing,Acclaim Studios Cheltenham,8.6,0.15,2001-11-27
Project Sylpheed: Arc of Deception,Shooter,Game Arts / Seta Corporation,6.7,0.15,2007-07-10
Space Station Silicon Valley,Adventure,DMA Design,8.3,0.15,1998-01-01
Stormrise,Strategy,The Creative Assembly,4.4,0.15,2009-03-24
Gear.Club Unlimited,Racing,Eden Games,6.1,0.15,2017-11-21
Cave Story 3D,Platform,Nicalis,8.2,0.15,2011-11-08
Cardinal Syn,Fighting,Kronos Digital Entertainment,5.2,0.15,1998-06-30
Crush3D,Platform,Zoë Mode,6.5,0.15,2012-03-06
Metroid Prime: Federation Force,Action,Next Level Games,6.3,0.15,2016-08-19
Darkstalkers Chronicle: The Chaos Tower,Fighting,Capcom,7.5,0.15,2005-03-24
WordJong,Puzzle,Magellan Interactive,7.5,0.15,2007-11-16
Blazing Dragons,Adventure,Illusions Game Company,6.6,0.15,1996-10-31
Wolfenstein: The Old Blood,Shooter,MachineGames,8.0,0.15,2015-05-05
Bomberman,Puzzle,Hudson Soft,7.3,0.15,2006-09-12
Prince of Persia: The Two Thrones,Adventure,Ubisoft Montreal,8.7,0.15,2005-12-01
Boktai: The Sun is in Your Hand,Role-Playing,Kojima Productions,7.8,0.15,2003-09-16
The Sims Medieval: Pirates and Nobles,Simulation,The Sims Studio,5.5,0.15,2011-08-30
Geist,Adventure,n-Space,6.6,0.15,2005-08-15
The Fairly Odd Parents: Clash with the Anti-World,Adventure,THQ,3.5,0.15,2005-10-18
Digimon Battle Spirit 2,Fighting,Dimps Corporation,7.0,0.15,2003-09-24
Atelier Iris: Eternal Mana,Role-Playing,Gust,7.2,0.15,2005-06-28
Sam & Max: Season One,Adventure,Telltale Games,7.1,0.15,2008-10-15
Ridge Racer DS,Racing,Nintendo Software Technology Corporation,6.3,0.15,2004-12-07
The Incredible Hulk: Ultimate Destruction,Action,Radical Entertainment,8.7,0.15,2005-08-23
FIFA 06: Road to FIFA World Cup,Sports,EA Canada,6.1,0.15,2005-11-16
Kingdom of Paradise,Role-Playing,Climax Entertainment,7.0,0.15,2005-11-15
SNK Arcade Classics Vol. 1,Misc,Terminal Reality,6.7,0.15,2008-05-05
Chessmaster II,Strategy,Starsphere Interactive,7.5,0.15,1999-05-31
The Godfather: Blackhand Edition,Adventure,EA Redwood Shores,7.4,0.15,2007-03-20
Infected,Shooter,Planet Moon Studios,7.3,0.15,2005-11-15
Naruto Shippuden: Legends: Akatsuki Rising,Fighting,CyberConnect2,5.8,0.15,2009-10-06
Blinx 2: Masters of Time & Space,Platform,Artoon,6.8,0.15,2004-11-16
The Wizard of Oz: Beyond The Yellow Brick Road,Role-Playing,Media.Vision,6.4,0.15,2009-09-29
Has-Been Heroes,Action,Frozenbyte,4.8,0.14,2017-03-28
Sphinx and the Cursed Mummy,Adventure,Eurocom Entertainment Software,8.4,0.14,2003-11-10
South Park: The Fractured But Whole,Role-Playing,Ubisoft San Francisco,9.5,0.14,2018-04-24
Adrenalin Misfits,Racing,Konami,4.7,0.14,2010-11-04
Mega Man Powered Up,Platform,Capcom,8.7,0.14,2006-03-14
Hexyz Force,Role-Playing,Sting,6.7,0.14,2010-05-25
"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?",Role-Playing,Acquire,6.9,0.14,2009-07-16
4X4 EVO 2,Racing,Terminal Reality,5.1,0.14,2002-09-09
Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation,Fighting,Aki Corporation,8.0,0.14,2003-06-05
Disney's Cinderella: Magical Dreams,Platform,Culture Brain,6.0,0.14,2005-09-20
Bottom of the 9th,Sports,Konami,8.0,0.14,1996-04-04
Hard Rock Casino,Misc,Crave Entertainment,3.8,0.14,2007-04-24
Heatseeker,Simulation,IR Gurus,5.15,0.14,2007-05-01
Vampire Night,Shooter,Wow Entertainment,6.4,0.14,2001-11-14
World Championship Poker 2: Featuring Howard Lederer,Misc,Point of View,7.0,0.14,2005-12-11
Metal Slug 7,Shooter,SNK Playmore Corporation,6.9,0.14,2008-11-18
Gretzky NHL 06,Sports,Page 44 Studios,5.8,0.14,2005-10-04
Rayman 3,Platform,Ubisoft,7.9,0.14,2003-03-02
Shadow Hearts: From The New World,Role-Playing,Nautilus,7.6,0.14,2006-03-07
Fear Factor: Unleashed,Action,Arush Entertainment,3.0,0.14,2004-11-17
Wild ARMs 4,Role-Playing,Media.Vision,6.6,0.14,2006-01-10
The Fifth Element,Action,Kalisto,3.7,0.14,1998-09-30
Jim Henson's the Muppets: On With the Show!,Action,Vicarious Visions,6.3,0.14,2003-03-18
MotoGP '06,Racing,Climax Studios,8.3,0.14,2006-06-12
Victorious Boxers: Revolution,Fighting,Cavia Inc.,5.8,0.14,2007-10-23
Doshin the Giant,Simulation,Param,6.8,0.14,2002-09-20
World Championship Poker: Howard Lederer - All In,Misc,Point of View,5.1,0.14,2006-09-05
Etrian Odyssey 2 Untold: Knight of Fafnir,Role-Playing,Atlus,8.0,0.14,2015-08-04
Power Stone,Fighting,Capcom,8.6,0.14,1999-08-31
Bio FREAKS,Action,Saffire Corporation,6.2,0.14,1998-05-31
NFL Blitz 20-03,Sports,Point of View,7.8,0.14,2002-08-12
The Granstream Saga,Role-Playing,Shade,7.6,0.14,1998-06-30
Naruto Shippuden: Kizuna Drive,Action,Bandai Namco Games,7.0,0.14,2011-03-22
Alien Syndrome,Role-Playing,Totally Games,5.050000000000001,0.14,2007-07-24
Bust-A-Move Deluxe,Puzzle,Dreams,7.1,0.14,2006-04-04
BIT.TRIP SAGA,Platform,Gaijin Games Inc.,7.5,0.14,2011-09-13
Scene It? Bright Lights! Big Screen!,Misc,Screenlife Games,6.2,0.14,2009-11-17
FIFA Street 2,Sports,EA Canada,4.9,0.14,2006-02-28
Ecco the Dolphin: Defender of the Future,Adventure,Appaloosa Interactive,7.8,0.14,2002-03-03
Championship Motocross 2001 featuring Ricky Carmichael,Racing,Funcom,6.8,0.14,2001-01-30
Dead or Alive 2,Fighting,Team Ninja,9.0,0.14,2000-02-29
Rodea the Sky Soldier,Action-Adventure,Kadokawa Games,7.0,0.14,2015-11-10
Robots,Action,Amaze Entertainment,4.5,0.14,2005-02-24
The Operative: No One Lives Forever,Shooter,Monolith Productions,7.85,0.14,2002-04-16
Klonoa: Empire of Dreams,Platform,Namco,8.6,0.14,2001-09-11
Class of Heroes,Role-Playing,ZeroDiv,5.4,0.14,2009-06-09
TRINITY: Souls of Zill O'll,Role-Playing,Omega Force,5.5,0.14,2011-02-08
Bravo Air Race,Racing,Xing Entertainment,5.3,0.14,1997-09-30
Gungnir,Role-Playing,Sting,7.4,0.14,2012-06-12
007 Legends,Shooter,Eurocom,4.2,0.13,2012-12-11
Yu-Gi-Oh! GX: Tag Force,Strategy,Konami,6.0,0.13,2006-11-14
Summon Night: Twin Age,Role-Playing,Flight-Plan,7.3,0.13,2008-06-03
Teenage Mutant Ninja Turtles: Arcade Attack,Action,Ubisoft,4.3,0.13,2009-11-10
Red Orchestra 2: Heroes of Stalingrad,Shooter,Tripwire Interactive,7.7,0.13,2011-09-13
Disney Sports Skateboarding,Sports,Konami,3.1,0.13,2002-11-15
Ape Escape 3,Platform,SCE Japan Studio,7.8,0.13,2006-01-17
Dead to Rights: Reckoning,Shooter,Rebellion Developments,5.2,0.13,2005-06-28
Castlevania Chronicles,Platform,Konami Computer Entertainment Tokyo,7.2,0.13,2001-10-08
Nickelodeon Kart Racers,Racing,Bamtang,2.0,0.13,2018-10-23
Rumble Roses XX,Fighting,Yuke's Future Media Creators,6.5,0.13,2006-03-28
Kung Fu Panda 2,Action,THQ,3.0,0.13,2011-05-24
Azure Dreams,Role-Playing,Konami Computer Entertainment Tokyo,7.4,0.13,1998-07-12
Brothers in Arms: Double Time,Shooter,Gearbox Software,4.6,0.13,2008-09-23
Divinity II: The Dragon Knight Saga,Role-Playing,Larian Studios,7.5,0.13,2011-04-12
